Age,Gender,Region,Urban/Rural,SES
33,Female,South,Urban,Low
33,Female,West,Urban,Middle
30,Female,East,Urban,High
28,Male,North,Urban,High
31,Male,North-East,Urban,Low
20,Male,North,Rural,Middle
27,Male,East,Urban,Middle
20,Female,South,Rural,Middle
31,Male,Central,Rural,Middle
24,Female,North-East,Urban,Middle
27,Male,South,Urban,Middle
30,Male,East,Urban,Middle
25,Male,North,Urban,Low
25,Female,East,Rural,High
33,Male,South,Urban,Middle
25,Male,Central,Urban,Low
21,Male,North,Rural,Middle
33,Female,North,Urban,Low
33,Female,Central,Rural,Middle
24,Female,Central,Urban,Middle
21,Female,North-East,Rural,High
27,Female,North-East,Urban,High
26,Female,Central,Rural,High
22,Male,Central,Urban,High
22,Female,North,Rural,Low
18,Female,South,Urban,Low
31,Male,North,Urban,Low
33,Male,South,Rural,High
30,Female,North,Rural,High
35,Male,North-East,Urban,High
28,Male,East,Rural,Low
23,Female,Central,Rural,Low
21,Male,North-East,Rural,High
35,Female,North,Rural,Middle
33,Female,East,Rural,Low
20,Female,North,Rural,Middle
29,Male,East,Urban,Middle
33,Female,Central,Rural,Middle
28,Female,North-East,Rural,Low
25,Female,North,Urban,Middle
18,Male,Central,Rural,High
21,Male,Central,Urban,High
27,Male,North-East,Urban,Middle
20,Female,Central,Urban,High
34,Female,North-East,Urban,High
35,Male,Central,Urban,High
18,Female,Central,Urban,Low
28,Male,West,Rural,High
35,Female,North,Rural,Middle
23,Female,North-East,Urban,Middle
33,Male,South,Rural,Middle
23,Female,Central,Urban,Low
18,Male,North-East,Urban,Low
18,Male,North,Rural,Middle
21,Female,West,Rural,Middle
28,Female,East,Urban,Low
22,Male,East,Urban,Middle
32,Female,West,Urban,Middle
29,Female,West,Rural,Low
24,Male,Central,Rural,Middle
35,Female,East,Urban,High
18,Female,East,Urban,High
27,Male,South,Urban,Middle
22,Male,North-East,Rural,High
30,Female,North-East,Rural,Low
19,Male,East,Urban,Low
27,Female,West,Urban,High
35,Female,South,Urban,Middle
35,Male,West,Urban,Middle
35,Female,South,Urban,Middle
31,Male,Central,Urban,High
19,Female,North,Urban,Low
27,Female,West,Rural,Middle
20,Male,North,Urban,Low
32,Female,East,Rural,Middle
30,Male,Central,Urban,High
28,Male,South,Urban,Middle
26,Male,West,Urban,Middle
20,Female,North-East,Rural,Low
29,Female,South,Rural,High
28,Female,East,Urban,Low
31,Female,South,Rural,Low
34,Female,Central,Rural,Middle
25,Female,North-East,Rural,Low
22,Female,East,Urban,Middle
35,Male,North,Rural,Low
25,Female,North,Urban,Middle
21,Male,South,Rural,High
22,Male,North,Urban,High
30,Female,South,Urban,Low
28,Female,North,Rural,Low
31,Male,North,Urban,Low
34,Female,East,Urban,Low
29,Female,East,Rural,Middle
23,Male,East,Urban,Low
35,Male,South,Rural,Low
33,Female,Central,Urban,High
35,Male,Central,Urban,Middle
27,Female,North-East,Rural,High
21,Female,North,Urban,High
26,Male,North,Rural,High
18,Male,South,Rural,Low
31,Female,South,Rural,Low
32,Male,West,Rural,Low
34,Male,East,Rural,Middle
19,Female,West,Urban,Middle
35,Male,North,Rural,Low
27,Male,South,Urban,Low
33,Female,West,Rural,Middle
29,Female,South,Urban,High
33,Male,West,Urban,Low
24,Female,West,Rural,High
33,Female,East,Urban,Low
34,Female,Central,Rural,Middle
26,Male,West,Rural,High
29,Female,North-East,Urban,Low
27,Male,North-East,Urban,Middle
24,Female,East,Rural,Middle
24,Male,Central,Urban,Low
19,Female,South,Rural,Middle
23,Male,West,Urban,Middle
29,Male,Central,Urban,High
29,Male,Central,Urban,Middle
29,Male,Central,Rural,Low
24,Male,South,Urban,Low
22,Male,West,Rural,Middle
24,Male,East,Urban,Middle
31,Male,Central,Urban,Middle
19,Male,Central,Urban,Low
27,Female,North,Rural,Low
28,Male,North-East,Urban,Low
20,Male,North-East,Urban,High
29,Female,Central,Urban,Low
26,Male,East,Rural,High
30,Female,West,Rural,Middle
26,Female,North,Urban,Middle
23,Female,West,Urban,Middle
32,Female,North,Rural,Low
35,Female,Central,Urban,Middle
21,Male,Central,Urban,Low
33,Female,East,Rural,Middle
26,Female,North,Rural,Middle
21,Female,South,Urban,Low
28,Male,East,Urban,Low
31,Male,South,Urban,Low
29,Male,Central,Rural,Low
31,Male,North,Rural,Low
29,Female,North,Rural,Middle
20,Male,West,Urban,Low
34,Female,East,Urban,High
23,Female,East,Urban,Middle
21,Female,Central,Rural,Middle
20,Male,East,Rural,High
30,Female,South,Urban,Middle
30,Female,North,Rural,Low
20,Female,North-East,Rural,Middle
22,Female,West,Rural,Low
33,Male,North-East,Rural,Middle
18,Male,North,Rural,High
18,Female,North-East,Rural,High
21,Female,South,Urban,Low
24,Female,East,Rural,Middle
33,Female,North,Rural,Middle
34,Male,North-East,Urban,Low
31,Female,West,Urban,Low
31,Female,South,Rural,High
27,Male,Central,Rural,Middle
34,Other,North,Rural,High
28,Female,North-East,Rural,Low
20,Female,Central,Urban,Low
33,Male,South,Urban,Middle
19,Male,East,Urban,Middle
29,Female,South,Rural,Low
34,Male,Central,Urban,High
35,Female,North,Rural,High
29,Male,Central,Rural,Low
21,Female,North,Urban,High
23,Male,West,Rural,Middle
30,Female,West,Urban,Low
27,Male,Central,Urban,Low
22,Other,East,Urban,Low
27,Male,South,Urban,Low
32,Female,South,Urban,Low
34,Female,North,Urban,Low
22,Female,East,Rural,Low
21,Female,North,Urban,Low
30,Male,East,Rural,Middle
30,Female,North-East,Urban,Middle
18,Male,North,Rural,Low
18,Female,South,Urban,High
31,Male,South,Urban,Middle
26,Male,North,Rural,Middle
29,Male,South,Urban,High
33,Male,Central,Urban,Low
21,Female,Central,Rural,Middle
35,Male,East,Rural,Middle
24,Male,South,Urban,High
20,Male,South,Urban,Middle
22,Female,South,Urban,High
20,Female,West,Urban,High
34,Male,West,Rural,Middle
35,Female,North,Urban,Middle
31,Female,West,Urban,Low
29,Male,North-East,Urban,Middle
34,Female,North,Urban,Middle
23,Female,Central,Urban,Middle
30,Male,North,Urban,Low
26,Female,North-East,Urban,High
28,Female,South,Rural,Low
32,Male,East,Urban,High
34,Female,North-East,Urban,Low
22,Male,East,Urban,Middle
25,Male,Central,Rural,Middle
26,Male,North,Urban,Low
30,Female,Central,Rural,Low
27,Female,North-East,Urban,Middle
27,Male,West,Urban,Middle
21,Female,North,Urban,Low
30,Male,South,Rural,Middle
18,Female,East,Rural,Middle
23,Female,East,Urban,Middle
18,Female,East,Rural,Middle
19,Male,North-East,Urban,Low
24,Male,East,Rural,Middle
34,Male,South,Urban,Middle
23,Female,Central,Urban,High
34,Female,West,Urban,High
24,Male,East,Urban,Low
25,Female,West,Urban,Middle
19,Female,West,Urban,Middle
20,Female,South,Urban,Middle
23,Male,West,Rural,Low
18,Male,East,Rural,Low
30,Male,North,Urban,Middle
29,Male,East,Urban,High
26,Female,South,Urban,Low
24,Female,Central,Urban,High
19,Male,East,Rural,Middle
30,Male,East,Urban,Middle
20,Male,North-East,Urban,Low
31,Male,South,Urban,Low
18,Male,West,Urban,Middle
34,Female,East,Urban,Low
26,Male,West,Urban,High
35,Male,West,Urban,Low
24,Male,Central,Urban,High
31,Female,South,Urban,Middle
33,Female,North,Urban,Middle
35,Female,South,Urban,Middle
27,Female,Central,Urban,High
23,Male,West,Rural,Middle
29,Male,West,Urban,Middle
29,Female,West,Urban,Middle
20,Male,South,Rural,Low
33,Male,South,Urban,Low
26,Male,East,Urban,Low
33,Male,South,Urban,Low
27,Female,West,Urban,Low
26,Male,Central,Urban,Low
18,Male,Central,Urban,Middle
22,Male,East,Urban,Low
34,Male,North,Rural,Low
30,Female,West,Rural,Middle
26,Female,East,Urban,Low
32,Male,North-East,Rural,Middle
31,Male,North-East,Urban,Middle
28,Female,North,Rural,Middle
20,Female,South,Urban,Middle
24,Female,North,Rural,High
31,Male,Central,Rural,Low
35,Female,East,Urban,Low
25,Male,North,Urban,Low
25,Female,East,Rural,Middle
19,Female,East,Rural,Middle
34,Female,Central,Rural,Low
34,Male,North-East,Urban,Middle
22,Other,South,Rural,Middle
18,Male,North-East,Rural,Low
30,Female,East,Urban,High
31,Female,South,Rural,Low
18,Male,South,Urban,Middle
32,Male,South,Urban,Low
35,Female,North-East,Rural,Low
35,Male,Central,Urban,Middle
30,Male,Central,Urban,High
30,Male,North,Urban,Middle
20,Female,North-East,Rural,Middle
28,Male,Central,Rural,Middle
26,Female,West,Rural,Low
31,Female,North-East,Urban,Middle
29,Male,East,Urban,Low
34,Other,Central,Rural,Low
35,Female,North,Urban,Middle
18,Female,North,Urban,Middle
21,Male,East,Rural,Middle
21,Female,Central,Urban,Middle
34,Male,North,Urban,Middle
22,Male,Central,Rural,Middle
25,Male,North-East,Urban,Low
20,Male,South,Urban,Low
21,Male,West,Urban,Low
20,Male,Central,Urban,Middle
20,Male,Central,Rural,Low
25,Male,West,Rural,Low
29,Male,West,Urban,Middle
18,Male,North,Urban,Low
27,Male,East,Rural,Low
25,Male,East,Urban,Middle
29,Female,North,Rural,Middle
21,Male,South,Urban,Middle
33,Male,East,Urban,Low
32,Other,East,Urban,Middle
33,Other,North,Urban,Middle
28,Male,South,Urban,Low
19,Female,West,Rural,Middle
27,Male,North,Rural,Middle
22,Female,North-East,Rural,High
22,Male,North,Rural,Low
26,Female,Central,Urban,Low
20,Male,North,Urban,Low
27,Male,North,Urban,High
34,Male,West,Urban,Middle
31,Female,North-East,Urban,Middle
31,Male,East,Urban,Middle
30,Male,East,Rural,Middle
29,Female,Central,Urban,Middle
27,Male,South,Rural,Low
32,Female,East,Urban,Middle
27,Male,South,Urban,Middle
23,Male,North-East,Rural,Middle
34,Male,West,Urban,Middle
27,Male,East,Rural,High
29,Female,South,Urban,Low
26,Male,North,Rural,Middle
27,Female,Central,Urban,High
26,Male,North,Urban,High
30,Female,East,Urban,Low
28,Male,South,Rural,Middle
18,Female,North,Urban,High
33,Male,Central,Rural,Middle
25,Female,East,Urban,Low
25,Female,North,Urban,High
27,Female,West,Rural,High
33,Male,South,Rural,Low
31,Male,North-East,Urban,Middle
32,Female,North,Urban,High
22,Female,West,Rural,Middle
21,Male,South,Urban,Low
22,Male,North-East,Urban,Middle
35,Other,East,Rural,Low
35,Female,Central,Urban,Low
26,Male,West,Rural,Low
22,Female,East,Urban,Middle
28,Female,South,Urban,Low
32,Female,East,Urban,Middle
33,Male,Central,Urban,Middle
18,Male,South,Urban,Low
21,Male,North,Urban,Middle
28,Female,West,Urban,Low
34,Male,East,Rural,High
29,Female,East,Rural,Low
27,Male,North,Urban,Middle
31,Male,West,Urban,Low
27,Female,North-East,Rural,Middle
35,Female,North,Urban,Middle
33,Male,East,Urban,Middle
29,Female,North-East,Rural,Middle
33,Male,North,Urban,Low
26,Male,Central,Rural,Low
25,Male,Central,Rural,High
33,Male,South,Urban,Low
24,Male,Central,Rural,Low
21,Female,North-East,Urban,Middle
34,Male,North,Urban,High
25,Male,North,Urban,Low
32,Male,West,Urban,Middle
19,Male,West,Urban,Low
21,Female,Central,Rural,High
19,Female,East,Urban,Low
23,Female,West,Urban,Middle
29,Female,North,Rural,High
28,Female,North-East,Rural,Middle
31,Female,South,Rural,Middle
19,Male,West,Rural,High
31,Male,South,Rural,High
22,Male,Central,Urban,Low
22,Female,East,Rural,High
27,Female,West,Rural,Low
33,Female,East,Urban,Middle
26,Female,West,Urban,Low
23,Female,West,Rural,Low
28,Male,North-East,Urban,Low
21,Female,West,Urban,Low
26,Male,North-East,Rural,Low
22,Female,South,Urban,High
32,Male,East,Rural,Middle
30,Female,Central,Urban,High
20,Male,West,Urban,Middle
24,Male,Central,Rural,Middle
19,Male,South,Urban,Middle
28,Female,South,Urban,High
30,Male,West,Urban,Middle
25,Female,East,Urban,High
32,Female,Central,Urban,Middle
21,Male,Central,Rural,Middle
21,Female,North-East,Rural,Middle
35,Male,South,Rural,Low
26,Female,East,Rural,Middle
25,Female,West,Urban,Low
32,Female,Central,Rural,High
32,Female,South,Rural,Middle
33,Male,North-East,Rural,High
20,Female,North,Urban,Low
22,Male,South,Urban,Middle
33,Male,East,Urban,Middle
19,Male,Central,Rural,Middle
29,Female,Central,Rural,Middle
31,Male,West,Rural,Low
29,Male,East,Urban,Low
20,Male,North-East,Rural,High
32,Male,West,Urban,Low
31,Male,North-East,Urban,Low
22,Male,North,Rural,High
21,Male,Central,Rural,Middle
35,Male,East,Urban,Low
20,Female,North-East,Urban,Middle
27,Female,North-East,Urban,Low
21,Male,Central,Urban,Middle
27,Other,North-East,Rural,Middle
34,Female,East,Urban,Low
19,Male,South,Urban,Middle
21,Male,Central,Rural,Low
32,Female,North,Rural,High
28,Male,East,Rural,Low
29,Other,East,Urban,Low
35,Male,West,Urban,Middle
32,Female,East,Urban,Low
24,Male,West,Urban,High
35,Male,East,Urban,Middle
29,Male,North-East,Urban,Middle
26,Female,West,Urban,Middle
27,Female,North,Urban,High
31,Female,North,Rural,Low
30,Male,North,Urban,Middle
24,Female,Central,Rural,Middle
30,Male,West,Rural,Middle
35,Male,North,Rural,Middle
29,Male,West,Rural,Low
25,Male,Central,Urban,Low
34,Female,North,Urban,High
30,Male,East,Urban,Low
21,Female,West,Rural,Middle
34,Female,Central,Urban,Middle
21,Male,Central,Rural,Middle
22,Female,Central,Rural,Middle
25,Male,Central,Rural,Low
32,Female,Central,Urban,High
25,Male,West,Rural,Low
29,Female,East,Urban,Middle
23,Male,Central,Urban,High
25,Male,Central,Urban,Low
33,Male,West,Urban,Middle
23,Male,West,Rural,Low
31,Male,East,Urban,Low
23,Male,North,Rural,Middle
19,Male,East,Urban,Middle
23,Female,East,Urban,Middle
35,Female,North-East,Urban,Middle
24,Female,North-East,Urban,Low
23,Male,North,Urban,Low
28,Female,North-East,Urban,Middle
28,Male,North,Rural,Middle
21,Female,North-East,Urban,High
33,Female,Central,Rural,Low
30,Female,West,Urban,High
29,Male,Central,Urban,Middle
22,Female,East,Rural,High
30,Male,East,Rural,High
21,Male,North,Urban,Low
31,Male,North-East,Rural,Low
19,Female,East,Rural,Low
26,Male,North-East,Urban,Low
31,Male,North,Rural,Low
19,Male,North,Urban,Low
18,Male,North,Urban,High
25,Female,Central,Urban,Low
25,Male,Central,Rural,High
19,Male,North-East,Urban,Low
21,Female,East,Urban,Low
23,Male,Central,Urban,Middle
31,Female,South,Urban,Middle
30,Female,East,Urban,Middle
31,Male,South,Urban,High
30,Male,South,Rural,Middle
25,Male,North-East,Rural,Middle
28,Male,North,Urban,Low
33,Female,West,Urban,High
33,Male,South,Rural,Low
26,Male,West,Rural,Middle
35,Male,East,Urban,Low
25,Male,North,Rural,High
18,Female,South,Rural,Middle
32,Male,North,Rural,Low
29,Male,Central,Rural,Middle
28,Female,East,Urban,Low
28,Female,South,Rural,High
25,Other,North-East,Urban,High
22,Female,Central,Rural,High
35,Female,Central,Urban,High
18,Male,North-East,Rural,Middle
22,Male,South,Rural,Middle
27,Male,East,Urban,Low
35,Male,West,Urban,Low
34,Female,Central,Rural,Low
23,Female,North-East,Urban,Low
29,Female,South,Urban,Low
34,Female,North,Urban,Middle
26,Female,West,Rural,Middle
30,Female,North,Urban,Low
27,Female,South,Rural,Middle
30,Female,North,Urban,Low
30,Male,South,Urban,Low
22,Male,West,Urban,Middle
28,Male,Central,Urban,Middle
24,Male,South,Rural,Low
34,Female,East,Urban,Low
31,Male,South,Urban,Low
28,Female,Central,Urban,High
22,Female,North-East,Urban,Middle
25,Female,Central,Urban,Low
26,Male,East,Urban,High
26,Male,East,Urban,Low
27,Female,Central,Urban,Middle
22,Male,North,Urban,High
32,Male,Central,Rural,Low
22,Female,South,Urban,High
29,Male,East,Urban,Low
23,Female,West,Rural,Low
20,Male,South,Urban,High
22,Female,East,Rural,Low
20,Male,West,Urban,Middle
33,Male,Central,Rural,Low
19,Female,Central,Urban,Middle
27,Male,West,Urban,Low
35,Male,Central,Urban,Middle
19,Female,Central,Rural,Low
35,Male,Central,Urban,Low
19,Female,South,Urban,Middle
34,Male,North-East,Rural,Low
30,Male,North,Rural,Low
32,Other,North,Urban,High
33,Female,North,Rural,High
20,Male,Central,Rural,Middle
29,Female,Central,Rural,Middle
20,Female,Central,Urban,Low
20,Male,Central,Urban,Low
29,Female,East,Rural,Middle
35,Female,South,Urban,Middle
27,Male,West,Urban,High
28,Male,East,Rural,High
20,Male,Central,Rural,Middle
28,Female,South,Urban,Middle
23,Male,North,Urban,High
20,Male,North,Rural,Low
30,Male,East,Rural,High
20,Male,North,Urban,Middle
23,Female,South,Rural,Middle
26,Male,South,Rural,Middle
34,Male,North,Rural,Low
18,Female,North-East,Urban,Low
26,Male,East,Rural,Middle
26,Male,South,Rural,Middle
35,Male,East,Urban,Middle
34,Male,South,Rural,High
25,Female,Central,Urban,Low
27,Male,North-East,Rural,Middle
24,Male,North-East,Rural,Low
27,Female,South,Urban,Middle
18,Female,North-East,Rural,Middle
32,Female,East,Rural,Middle
18,Male,North,Urban,Low
29,Male,Central,Urban,Middle
23,Male,North,Rural,High
21,Male,Central,Rural,Low
24,Female,North,Rural,Middle
29,Male,East,Rural,High
27,Female,West,Urban,High
23,Male,East,Rural,Low
24,Female,North,Urban,Middle
25,Female,West,Rural,Low
27,Female,West,Urban,Middle
22,Male,South,Urban,Low
33,Female,North,Urban,Middle
29,Female,South,Rural,High
32,Male,North,Urban,Middle
29,Male,West,Rural,Low
35,Female,West,Urban,Low
33,Female,North-East,Urban,Middle
32,Male,West,Urban,Middle
24,Female,South,Rural,High
27,Female,South,Urban,Middle
27,Female,North-East,Rural,Middle
20,Female,Central,Urban,Middle
26,Female,West,Rural,Middle
27,Female,East,Urban,Low
32,Female,South,Rural,Middle
31,Female,North-East,Rural,Low
29,Male,North,Rural,Low
18,Female,North-East,Rural,High
30,Female,East,Rural,High
26,Female,North,Urban,Low
19,Male,South,Urban,Middle
29,Male,North,Rural,High
33,Male,South,Rural,Low
26,Female,East,Urban,High
23,Female,South,Rural,Middle
35,Other,West,Rural,Middle
34,Female,East,Rural,High
23,Male,East,Urban,High
33,Female,South,Rural,Middle
26,Male,West,Urban,Low
31,Female,South,Rural,High
29,Male,South,Urban,Low
28,Female,East,Urban,Low
32,Female,North,Rural,Low
25,Male,South,Urban,Low
20,Male,West,Rural,Low
25,Male,Central,Urban,Low
25,Female,East,Urban,Low
18,Male,South,Urban,Middle
19,Female,South,Urban,Low
35,Male,North,Urban,Low
18,Male,West,Urban,Middle
29,Female,West,Urban,Middle
33,Female,West,Urban,Low
19,Female,North,Rural,Middle
32,Male,West,Rural,Low
26,Male,South,Rural,Low
25,Male,North,Rural,High
23,Female,West,Rural,High
27,Male,Central,Urban,Middle
27,Female,North,Rural,Middle
31,Male,North,Rural,Low
21,Female,North,Rural,Middle
35,Female,East,Rural,Middle
24,Male,West,Rural,Middle
24,Male,West,Urban,Low
35,Female,North-East,Rural,Low
28,Male,North,Rural,Low
26,Female,Central,Urban,Low
31,Male,North-East,Urban,Middle
33,Male,Central,Rural,Middle
26,Other,North-East,Urban,High
27,Male,North,Urban,Middle
20,Male,South,Urban,Low
28,Male,West,Urban,Low
31,Male,North,Urban,Low
20,Female,North,Rural,High
33,Female,Central,Urban,Low
18,Male,North-East,Urban,Middle
32,Male,East,Urban,Low
30,Male,North,Urban,Middle
31,Female,South,Urban,Middle
18,Male,South,Rural,High
18,Male,North-East,Urban,Middle
23,Male,West,Rural,Middle
25,Female,North-East,Rural,Low
24,Female,Central,Urban,Middle
24,Male,North-East,Rural,Middle
27,Female,North,Rural,Low
20,Male,North,Rural,Low
34,Female,North,Urban,Middle
19,Female,North,Urban,Middle
34,Male,North,Urban,Low
22,Male,East,Rural,Middle
29,Female,North-East,Rural,Middle
27,Female,Central,Urban,Middle
22,Other,North-East,Rural,High
31,Female,North-East,Urban,Low
24,Male,East,Rural,Middle
26,Female,East,Urban,Middle
21,Female,Central,Rural,Middle
24,Female,South,Rural,High
34,Female,North-East,Rural,Low
20,Male,West,Urban,High
23,Male,East,Rural,High
32,Male,North-East,Rural,Middle
31,Male,East,Rural,Low
32,Female,Central,Rural,Low
20,Female,West,Urban,High
22,Female,Central,Urban,Low
20,Male,East,Urban,High
24,Male,South,Urban,Middle
33,Female,West,Rural,Low
31,Female,North,Urban,Low
19,Male,South,Urban,Middle
33,Female,West,Rural,Middle
34,Female,East,Urban,High
33,Female,East,Urban,Low
24,Male,North,Rural,Low
23,Female,West,Urban,High
22,Female,East,Rural,Middle
31,Female,North,Rural,Middle
25,Male,North,Rural,Middle
19,Male,East,Urban,Middle
